case_,date_of_occurrence,block,_primary_decsription,fbi_cd,_secondary_description,ward,_location_description,domestic,beat,_iucr,arrest,:@computed_region_43wa_7qmu,location,y_coordinate,latitude,:@computed_region_awaf_s7ux,x_coordinate,longitude,:@computed_region_bdys_3d7i,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k
JG119235,2023-01-16T06:30:00.000,033XX W MAYPOLE AVE,MOTOR VEHICLE THEFT,07,AUTOMOBILE,28,STREET,N,1123,0910,N,23.0,"{'latitude': '41.883578059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.709617339'}",1900783.0,41.883578059,11.0,1154093.0,-87.709617339,176.0,21572.0,28.0
JF412204,2022-09-25T03:59:00.000,041XX N DAMEN AVE,DECEPTIVE PRACTICE,11,FRAUD OR CONFIDENCE GAME,47,OTHER (SPECIFY),N,1912,1130,N,,,,,,,,,,
JG216488,2023-04-09T12:19:00.000,063XX N WHIPPLE ST,BATTERY,08B,DOMESTIC BATTERY SIMPLE,50,APARTMENT,Y,2413,0486,N,27.0,"{'latitude': '41.996376893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.705669761'}",1941895.0,41.996376893,42.0,1154867.0,-87.705669761,30.0,4450.0,20.0
JG118414,2023-01-16T12:30:00.000,021XX W TOUHY AVE,OTHER OFFENSE,08A,TELEPHONE THREAT,49,RESIDENCE,Y,2411,2820,N,5.0,"{'latitude': '42.012220854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.684274879'}",1947712.0,42.012220854,3.0,1160639.0,-87.684274879,341.0,22528.0,20.0
JF520650,2022-12-23T07:00:00.000,014XX S RIDGEWAY AVE,MOTOR VEHICLE THEFT,07,AUTOMOBILE,24,APARTMENT,N,1011,0910,N,14.0,"{'latitude': '41.861506878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.718936033'}",1892722.0,41.861506878,36.0,1151613.0,-87.718936033,33.0,21569.0,30.0
JG118614,2023-01-16T18:05:00.000,079XX S LAFAYETTE AVE,ROBBERY,03,ARMED - HANDGUN,17,GAS STATION,N,623,031A,N,31.0,"{'latitude': '41.750782715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.625813624'}",1852570.0,41.750782715,31.0,1177312.0,-87.625813624,1.0,21554.0,40.0
JG117969,2023-01-16T09:30:00.000,068XX S PERRY AVE,BATTERY,08B,SIMPLE,6,APARTMENT,Y,722,0460,N,32.0,"{'latitude': '41.77033739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.628296827'}",1859690.0,41.77033739,31.0,1176576.0,-87.628296827,513.0,21559.0,67.0
JG118691,2023-01-16T19:10:00.000,022XX N MILWAUKEE AVE,BATTERY,08B,DOMESTIC BATTERY SIMPLE,1,RESTAURANT,Y,1431,0486,N,41.0,"{'latitude': '41.921724596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.695429932'}",1914712.0,41.921724596,24.0,1157853.0,-87.695429932,294.0,22535.0,23.0
JG118795,2023-01-16T21:00:00.000,035XX W VAN BUREN ST,NARCOTICS,18,POSSESS - HEROIN (WHITE),28,ALLEY,N,1133,2024,Y,23.0,"{'latitude': '41.875412863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.713985428'}",1897799.0,41.875412863,11.0,1152925.0,-87.713985428,783.0,21572.0,28.0
JG117729,2023-01-16T02:10:00.000,062XX N BROADWAY,BATTERY,08B,DOMESTIC BATTERY SIMPLE,48,BAR OR TAVERN,Y,2433,0486,N,16.0,"{'latitude': '41.995025627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.660420418'}",1941496.0,41.995025627,40.0,1167171.0,-87.660420418,536.0,4451.0,76.0
JG117966,2023-01-16T09:00:00.000,041XX W CONGRESS PKWY,THEFT,06,$500 AND UNDER,28,STREET,N,1132,0820,N,23.0,"{'latitude': '41.874311313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.729233881'}",1897368.0,41.874311313,36.0,1148775.0,-87.729233881,675.0,21572.0,27.0
JG118986,2023-01-16T10:00:00.000,009XX W GARFIELD BLVD,THEFT,06,$500 AND UNDER,16,STREET,N,712,0820,N,2.0,"{'latitude': '41.793893286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.648072441'}",1868230.0,41.793893286,19.0,1171113.0,-87.648072441,113.0,21559.0,66.0
JG118726,2023-01-16T19:10:00.000,076XX S INGLESIDE AVE,BATTERY,08B,DOMESTIC BATTERY SIMPLE,8,PARK PROPERTY,Y,624,0486,Y,35.0,"{'latitude': '41.755859312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.601656868'}",1854475.0,41.755859312,9.0,1183888.0,-87.601656868,497.0,21546.0,67.0
JG118758,2023-01-16T15:00:00.000,028XX W DEVON AVE,CRIMINAL DAMAGE,14,TO PROPERTY,50,SMALL RETAIL STORE,N,2412,1310,Y,27.0,"{'latitude': '41.997530514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.701361543'}",1942324.0,41.997530514,42.0,1156035.0,-87.701361543,40.0,4450.0,20.0
JG121967,2023-01-16T20:00:00.000,042XX W FULLERTON AVE,DECEPTIVE PRACTICE,11,FRAUD OR CONFIDENCE GAME,31,RESIDENCE - GARAGE,N,2522,1130,N,17.0,"{'latitude': '41.924406527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.733251948'}",1915615.0,41.924406527,7.0,1147553.0,-87.733251948,439.0,22615.0,21.0
JG118901,2023-01-16T23:54:00.000,013XX W COLUMBIA AVE,BATTERY,08B,SIMPLE,49,RESIDENCE,N,2432,0460,N,5.0,"{'latitude': '42.004477988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.664412129'}",1944932.0,42.004477988,46.0,1166059.0,-87.664412129,47.0,21853.0,10.0
JG117777,2023-01-16T03:52:00.000,008XX N DRAKE AVE,CRIMINAL DAMAGE,14,TO VEHICLE,27,STREET,N,1121,1320,N,46.0,"{'latitude': '41.896132514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.715114907'}",1905347.0,41.896132514,41.0,1152563.0,-87.715114907,423.0,4299.0,24.0
JG118844,2023-01-16T21:30:00.000,013XX W 82ND ST,BATTERY,08B,DOMESTIC BATTERY SIMPLE,21,APARTMENT,Y,613,0486,N,13.0,"{'latitude': '41.744980208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.657552215'}",1850386.0,41.744980208,18.0,1168668.0,-87.657552215,575.0,21554.0,70.0
JG118285,2023-01-16T12:36:00.000,069XX S FAIRFIELD AVE,OTHER OFFENSE,08A,TELEPHONE THREAT,17,RESIDENCE,N,831,2820,N,31.0,"{'latitude': '41.767315258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.691873966'}",1858453.0,41.767315258,6.0,1159241.0,-87.691873966,383.0,21867.0,64.0
JG117992,2023-01-16T09:16:00.000,033XX W EVERGREEN AVE,ROBBERY,03,ATTEMPT ARMED - HANDGUN,26,ALLEY,N,1422,033A,N,49.0,"{'latitude': '41.905530922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.710432305'}",1908781.0,41.905530922,10.0,1153813.0,-87.710432305,455.0,4299.0,24.0
JG117880,2023-01-16T06:00:00.000,048XX S VINCENNES AVE,ASSAULT,04A,AGGRAVATED - HANDGUN,3,APARTMENT,Y,223,051A,Y,9.0,"{'latitude': '41.806919761', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.613858803'}",1873053.0,41.806919761,12.0,1180403.0,-87.613858803,447.0,21192.0,4.0
JG119024,2023-01-16T15:00:00.000,017XX W CULLERTON ST,MOTOR VEHICLE THEFT,07,ATTEMPT - AUTOMOBILE,25,STREET,N,1234,0920,N,26.0,"{'latitude': '41.85500603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.669668299'}",1890453.0,41.85500603,8.0,1165052.0,-87.669668299,343.0,14920.0,33.0
JG117754,2023-01-16T00:15:00.000,004XX W 79TH ST,MOTOR VEHICLE THEFT,07,AUTOMOBILE,17,VACANT LOT / LAND,N,621,0910,N,31.0,"{'latitude': '41.750759149', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.6358735'}",1852539.0,41.750759149,17.0,1174567.0,-87.6358735,495.0,21554.0,40.0
JG122987,2023-01-16T15:30:00.000,019XX W OGDEN AVE,BATTERY,08B,SIMPLE,28,APARTMENT,Y,1225,0460,N,23.0,"{'latitude': '41.874342594', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.674531651'}",1897489.0,41.874342594,48.0,1163673.0,-87.674531651,90.0,21184.0,29.0
JG118663,2023-01-16T18:00:00.000,033XX N BROADWAY,MOTOR VEHICLE THEFT,07,THEFT / RECOVERY - AUTOMOBILE,44,STREET,N,1925,0930,N,25.0,"{'latitude': '41.942549726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.644476065'}",1922408.0,41.942549726,38.0,1171659.0,-87.644476065,730.0,4449.0,57.0
JG118568,2023-01-16T06:10:00.000,059XX W CORCORAN PL,MOTOR VEHICLE THEFT,07,AUTOMOBILE,29,STREET,N,1512,0910,N,7.0,"{'latitude': '41.887114586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.773921433'}",1901951.0,41.887114586,52.0,1136574.0,-87.773921433,618.0,22216.0,26.0
JG118866,2023-01-16T22:30:00.000,064XX N CLAREMONT AVE,NARCOTICS,18,POSSESS - COCAINE,50,STREET,N,2412,2022,N,27.0,"{'latitude': '41.998242074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.68867709'}",1942609.0,41.998242074,42.0,1159481.0,-87.68867709,320.0,22528.0,20.0
JG118396,2023-01-16T01:30:00.000,034XX W MONROE ST,BATTERY,04B,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",28,APARTMENT,Y,1123,0498,N,23.0,"{'latitude': '41.879581267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.711932887'}",1899322.0,41.879581267,11.0,1153473.0,-87.711932887,783.0,21572.0,28.0
JG119084,2023-01-16T18:00:00.000,001XX W POLK ST,CRIMINAL DAMAGE,14,TO VEHICLE,4,STREET,N,123,1320,N,10.0,"{'latitude': '41.87218466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.631294594'}",1896796.0,41.87218466,48.0,1175455.0,-87.631294594,12.0,14913.0,38.0
JG117746,2023-01-16T02:34:00.000,011XX W HOLLYWOOD AVE,WEAPONS VIOLATION,15,UNLAWFUL POSSESSION - HANDGUN,48,STREET,N,2022,143A,Y,16.0,"{'latitude': '41.985473303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.658586318'}",1938019.0,41.985473303,40.0,1167697.0,-87.658586318,144.0,4451.0,76.0
JG145481,2022-12-30T09:00:00.000,030XX S DR MARTIN LUTHER KING JR DR,DECEPTIVE PRACTICE,11,FINANCIAL IDENTITY THEFT OVER $ 300,4,APARTMENT,N,133,1153,N,,,,,,,,,,
JG118394,2023-01-16T14:48:00.000,003XX E 95TH ST,CRIMINAL DAMAGE,14,TO VEHICLE,9,PARKING LOT / GARAGE (NON RESIDENTIAL),N,633,1320,N,43.0,"{'latitude': '41.721888662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.614445509'}",1842067.0,41.721888662,31.0,1180502.0,-87.614445509,554.0,21546.0,45.0
JF378950,2022-08-30T08:55:00.000,017XX W Peterson Ave,DECEPTIVE PRACTICE,11,CREDIT CARD FRAUD,40,OTHER (SPECIFY),N,2433,1150,N,,,,,,,,,,
JF274411,2022-06-10T04:00:00.000,041XX N CAMPBELL AVE,CRIMINAL DAMAGE,14,TO VEHICLE,47,STREET,N,1911,1320,N,,,,,,,,,,
JG118688,2023-01-16T08:00:00.000,030XX N CENTRAL AVE,THEFT,06,OVER $500,31,STREET,N,2514,0810,N,17.0,"{'latitude': '41.935477749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.76639101'}",1919588.0,41.935477749,7.0,1138508.0,-87.76639101,82.0,22254.0,19.0
JG118776,2023-01-16T21:01:00.000,0000X S KENTON AVE,WEAPONS VIOLATION,15,UNLAWFUL POSSESSION - HANDGUN,28,STREET,N,1113,143A,Y,23.0,"{'latitude': '41.879474722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.740575982'}",1899228.0,41.879474722,11.0,1145673.0,-87.740575982,69.0,22216.0,26.0
JF337317,2022-07-30T00:00:00.000,001XX W HUBBARD ST,THEFT,06,POCKET-PICKING,42,BAR OR TAVERN,N,1831,0870,N,,,,,,,,,,
JG178881,2023-03-08T19:54:00.000,070XX S DANTE AVE,BATTERY,08B,DOMESTIC BATTERY SIMPLE,5,APARTMENT,Y,332,0486,Y,33.0,"{'latitude': '41.766640218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.589467208'}",1858432.0,41.766640218,32.0,1187180.0,-87.589467208,416.0,22260.0,39.0
JG179342,2023-03-08T10:30:00.000,022XX W CORTEZ ST,ROBBERY,03,ATTEMPT ARMED - HANDGUN,2,SIDEWALK,N,1212,033A,N,11.0,"{'latitude': '41.900355158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.683179318'}",1906950.0,41.900355158,16.0,1161246.0,-87.683179318,541.0,21560.0,25.0
JG119005,2023-01-16T16:00:00.000,054XX S MELVINA AVE,BURGLARY,05,UNLAWFUL ENTRY,23,RESIDENCE - GARAGE,N,811,0620,N,6.0,"{'latitude': '41.793802289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.776977878'}",1867943.0,41.793802289,35.0,1135962.0,-87.776977878,587.0,22268.0,53.0
JG118504,2023-01-16T12:00:00.000,013XX W GRENSHAW ST,CRIMINAL DAMAGE,14,TO VEHICLE,28,STREET,N,1231,1320,N,23.0,"{'latitude': '41.867785284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.660111693'}",1895130.0,41.867785284,48.0,1167619.0,-87.660111693,759.0,14920.0,29.0
JG118606,2023-01-16T16:58:00.000,083XX S EXCHANGE AVE,OTHER OFFENSE,26,VEHICLE TITLE / REGISTRATION OFFENSE,7,VEHICLE NON-COMMERCIAL,N,423,502R,Y,37.0,"{'latitude': '41.744449336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.552581647'}",1850435.0,41.744449336,47.0,1197316.0,-87.552581647,506.0,21202.0,42.0
JG118256,2023-01-16T11:00:00.000,056XX S MORGAN ST,BATTERY,08B,DOMESTIC BATTERY SIMPLE,16,APARTMENT,Y,712,0486,N,2.0,"{'latitude': '41.791645935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.649951898'}",1867407.0,41.791645935,19.0,1170607.0,-87.649951898,409.0,21559.0,66.0
JG118824,2023-01-16T13:30:00.000,050XX S CORNELL AVE,THEFT,06,FROM BUILDING,5,RESTAURANT,N,222,0890,N,33.0,"{'latitude': '41.803177297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.586455359'}",1871753.0,41.803177297,1.0,1187886.0,-87.586455359,400.0,21192.0,5.0
JG118576,2023-01-16T17:00:00.000,006XX E WOODLAND PARK,BATTERY,08B,DOMESTIC BATTERY SIMPLE,4,APARTMENT,Y,211,0486,N,10.0,"{'latitude': '41.832102222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.610090986'}",1882238.0,41.832102222,1.0,1181353.0,-87.610090986,581.0,21194.0,1.0
JG118297,2023-01-16T13:30:00.000,074XX S BENNETT AVE,BATTERY,08B,SIMPLE,8,APARTMENT,N,333,0460,N,35.0,"{'latitude': '41.759742877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.579221967'}",1855943.0,41.759742877,9.0,1189997.0,-87.579221967,419.0,22538.0,39.0
JG118219,2023-01-16T10:45:00.000,021XX W CHICAGO AVE,THEFT,06,FROM BUILDING,1,SMALL RETAIL STORE,N,1221,0890,N,41.0,"{'latitude': '41.895856693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.680161669'}",1905317.0,41.895856693,24.0,1162080.0,-87.680161669,476.0,21560.0,25.0
JG217065,2023-04-09T21:10:00.000,005XX W CERMAK RD,CRIMINAL DAMAGE,14,TO VEHICLE,25,STREET,N,1235,1320,N,48.0,"{'latitude': '41.852750046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.640815604'}",1889693.0,41.852750046,8.0,1172919.0,-87.640815604,126.0,21194.0,33.0
JG119470,2023-01-16T10:30:00.000,060XX N AVONDALE AVE,ASSAULT,08A,SIMPLE,41,STREET,N,1612,0560,N,29.0,"{'latitude': '41.990685556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.797771449'}",1939651.0,41.990685556,34.0,1129844.0,-87.797771449,657.0,22243.0,36.0
JF343850,2022-08-04T03:00:00.000,076XX S OGLESBY AVE,THEFT,06,$500 AND UNDER,7,VEHICLE NON-COMMERCIAL,N,414,0820,N,,,,,,,,,,
JG118223,2023-01-16T12:00:00.000,012XX W 119TH ST,THEFT,06,$500 AND UNDER,34,ATHLETIC CLUB,N,524,0820,N,22.0,"{'latitude': '41.677661758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.652872258'}",1825866.0,41.677661758,45.0,1170139.0,-87.652872258,642.0,22212.0,50.0
JG118469,2023-01-16T16:07:00.000,082XX S MARYLAND AVE,ARSON,09,BY FIRE,8,STREET,N,631,1020,N,35.0,"{'latitude': '41.744925849', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.603789093'}",1850486.0,41.744925849,9.0,1183340.0,-87.603789093,141.0,21546.0,40.0
JG180540,2023-03-08T16:00:00.000,0000X W 111TH ST,THEFT,06,OVER $500,34,GAS STATION,N,513,0810,N,22.0,"{'latitude': '41.692576964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.623786349'}",1831365.0,41.692576964,45.0,1178040.0,-87.623786349,524.0,21861.0,45.0
JG119002,2023-01-16T14:41:00.000,033XX N ASHLAND AVE,THEFT,06,RETAIL THEFT,47,SMALL RETAIL STORE,N,1922,0860,N,25.0,"{'latitude': '41.941748603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.668718084'}",1922064.0,41.941748603,38.0,1165066.0,-87.668718084,678.0,4449.0,57.0
JG118595,2023-01-16T17:35:00.000,078XX S CREGIER AVE,CRIMINAL DAMAGE,14,TO VEHICLE,8,STREET,N,414,1320,N,35.0,"{'latitude': '41.752816276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.580897246'}",1853415.0,41.752816276,9.0,1189562.0,-87.580897246,188.0,22538.0,39.0
JG117744,2023-01-16T03:00:00.000,011XX N ELSTON AVE,BATTERY,08B,SIMPLE,27,BAR OR TAVERN,N,1213,0460,N,46.0,"{'latitude': '41.902765473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.657661545'}",1907882.0,41.902765473,41.0,1168186.0,-87.657661545,109.0,22620.0,25.0
JG119091,2023-01-16T20:45:00.000,073XX S SACRAMENTO AVE,CRIMINAL DAMAGE,14,TO VEHICLE,18,APARTMENT,N,835,1320,N,30.0,"{'latitude': '41.760366729', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.697807585'}",1855909.0,41.760366729,6.0,1157641.0,-87.697807585,349.0,21867.0,64.0
JG119478,2023-01-16T19:00:00.000,008XX N AVERS AVE,MOTOR VEHICLE THEFT,07,AUTOMOBILE,37,STREET,N,1112,0910,N,46.0,"{'latitude': '41.895858802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.722426811'}",1905233.0,41.895858802,41.0,1150573.0,-87.722426811,456.0,4299.0,24.0
JF344122,2022-08-01T20:01:00.000,006XX N LA SALLE DR,THEFT,06,RETAIL THEFT,42,SMALL RETAIL STORE,N,1832,0860,N,,,,,,,,,,
JG119270,2023-01-16T03:00:00.000,073XX S PAULINA ST,CRIMINAL DAMAGE,14,TO VEHICLE,17,STREET,N,735,1320,N,31.0,"{'latitude': '41.760604271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.666129976'}",1856061.0,41.760604271,17.0,1166283.0,-87.666129976,433.0,22257.0,65.0
JG117909,2023-01-16T07:55:00.000,0000X W TERMINAL ST,CRIMINAL TRESPASS,26,TO STATE SUP LAND,41,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,N,1653,1350,Y,29.0,"{'latitude': '41.976762981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.900983721'}",1934419.0,41.976762981,34.0,1101811.0,-87.900983721,668.0,16197.0,75.0
JG122369,2023-01-16T18:25:00.000,0000X E 59TH ST,DECEPTIVE PRACTICE,11,FINANCIAL IDENTITY THEFT OVER $ 300,20,STREET,N,232,1153,N,4.0,"{'latitude': '41.787380329', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.624428666'}",1865909.0,41.787380329,53.0,1177580.0,-87.624428666,164.0,22260.0,7.0
JG119243,2023-01-16T22:45:00.000,003XX S DAMEN AVE,ASSAULT,08A,SIMPLE,27,APARTMENT,N,1225,0560,N,46.0,"{'latitude': '41.877161446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.676536946'}",1898512.0,41.877161446,48.0,1163119.0,-87.676536946,90.0,21184.0,29.0
JG117833,2023-01-16T05:50:00.000,027XX N PINE GROVE AVE,THEFT,06,RETAIL THEFT,43,SMALL RETAIL STORE,N,1935,0860,N,34.0,"{'latitude': '41.932012618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.640940116'}",1918576.0,41.932012618,51.0,1172652.0,-87.640940116,101.0,21190.0,68.0
JG179320,2023-03-08T15:00:00.000,014XX W 95TH ST,BATTERY,08B,SIMPLE,21,STREET,N,2213,0460,N,13.0,"{'latitude': '41.721262518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.658727525'}",1841741.0,41.721262518,18.0,1168415.0,-87.658727525,592.0,22212.0,72.0
JG118626,2023-01-16T18:00:00.000,037XX N MARSHFIELD AVE,OTHER OFFENSE,26,HARASSMENT BY TELEPHONE,47,APARTMENT,N,1922,2825,N,18.0,"{'latitude': '41.949328108', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.67013919'}",1924823.0,41.949328108,13.0,1164658.0,-87.67013919,689.0,21186.0,57.0
JG126311,2022-11-01T09:00:00.000,054XX S DREXEL AVE,THEFT,06,$500 AND UNDER,5,STREET,N,233,0820,N,,,,,,,,,,
